# TOPAS Version: 3.9
# Parameter File: carbone_430MeV_v2.txt
# Results for scorer: DoseAtPhantom
# Scored in component: Phantom
# X in 1 bin  of 1 cm
# Y in 1 bin  of 1 cm
# Z in 350 bins of 0.1 cm
# DoseToMedium ( Gy ) : Sum   Standard_Deviation   
0, 0, 0, 5.118629633216187e-05, 8.082486495147605e-09
0, 0, 1, 5.295980736264028e-05, 8.471180708878272e-09
0, 0, 2, 5.268863606033847e-05, 8.070996289378713e-09
0, 0, 3, 5.297282768879086e-05, 8.312914496650144e-09
0, 0, 4, 5.267314554657787e-05, 8.171009045481426e-09
0, 0, 5, 5.24086099176202e-05, 7.886205073332765e-09
0, 0, 6, 5.296449671732262e-05, 8.43344542971381e-09
0, 0, 7, 5.251174661680125e-05, 7.974314233860304e-09
0, 0, 8, 5.274860086501576e-05, 8.347843461590599e-09
0, 0, 9, 5.298246469465084e-05, 8.528055255787552e-09
0, 0, 10, 5.240567406872287e-05, 8.027666279494425e-09
0, 0, 11, 5.255814176052809e-05, 8.350219455554523e-09
0, 0, 12, 5.286077794153243e-05, 8.426730140905595e-09
0, 0, 13, 5.2708710427396e-05, 8.403663387746724e-09
0, 0, 14, 5.22246555192396e-05, 8.113116595554884e-09
0, 0, 15, 5.235398202785291e-05, 8.361899198984762e-09
0, 0, 16, 5.209838855080307e-05, 8.122293918450853e-09
0, 0, 17, 5.213716212892905e-05, 8.144695585873338e-09
0, 0, 18, 5.194940240471624e-05, 8.187508742977543e-09
0, 0, 19, 5.199814768275246e-05, 8.190480088437315e-09
0, 0, 20, 5.214100383454934e-05, 8.431783547324797e-09
0, 0, 21, 5.173057434149086e-05, 8.116739554202805e-09
0, 0, 22, 5.19244495080784e-05, 8.173171750997806e-09
0, 0, 23, 5.198490180191584e-05, 8.329870205392934e-09
0, 0, 24, 5.220379534875974e-05, 8.632831769341346e-09
0, 0, 25, 5.168666029931046e-05, 8.354031243572887e-09
0, 0, 26, 5.108387995278463e-05, 7.98807793291394e-09
0, 0, 27, 5.110922938911244e-05, 8.026953384378502e-09
0, 0, 28, 5.130833596922457e-05, 8.426405648942044e-09
0, 0, 29, 5.088561738375574e-05, 7.925021765813201e-09
0, 0, 30, 5.101266651763581e-05, 8.130315060869917e-09
0, 0, 31, 5.135737956152298e-05, 8.464075836378732e-09
0, 0, 32, 5.131910438649356e-05, 8.610105382387263e-09
0, 0, 33, 5.110252095619217e-05, 8.521777778017519e-09
0, 0, 34, 5.085914381197654e-05, 8.251205140674677e-09
0, 0, 35, 5.080113260191865e-05, 8.392384111832187e-09
0, 0, 36, 4.984863335266709e-05, 7.773170060567894e-09
0, 0, 37, 5.016112481825985e-05, 8.157266156119705e-09
0, 0, 38, 4.965075640939176e-05, 7.746762138198762e-09
0, 0, 39, 5.005408092983998e-05, 8.09510161313308e-09
0, 0, 40, 4.997377254767343e-05, 8.131427919005792e-09
0, 0, 41, 4.990956585970707e-05, 8.105268756248384e-09
0, 0, 42, 4.97660439577885e-05, 7.995907117369507e-09
0, 0, 43, 5.041044278186746e-05, 8.410218860706495e-09
0, 0, 44, 4.980963058187626e-05, 8.045962524231005e-09
